,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
PANK4,0.0201688883208473,0.0395953339673836,0,0.0371928446062756,0.0323793006307588,0.0458135604713537,0.0227634339587722,0.023351129269444,0.0265471227690374,0.145858951693599,0.070928040540986,0.0207966852691576,0,0.0134286720684333
RP3-395M20.12,0.0110896997949628,0,0.0150039000344609,0,0,0.03221968740963,0,0.181079561564006,0.0517507691287031,0,0.0355170788824565,0.0436140506376656,0,0
TNFRSF14,0.185511135351752,0.137463930784981,0.0974404435508981,0.134048426713859,0.238085241223665,0.328490339950309,0.131785100455262,0.0737817932109782,0.0739784675537446,0.244458556706374,0.0612989567068743,0.110171232544727,0.0756299125362069,0.0440956536428354
RP3-395M20.9,0,0.0301517023528386,0,0,0,0,0.0419761319387094,0,0,0,0,0,0,0
FAM213B,0.00133281309025044,0.0099736056590764,0.0137284312012162,0.0156514271814107,0,0.0125390604926254,0.0221741089562034,0,0,0,0.0574165164892295,0,0.075460069645574,0.0223454625732409
MMEL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC34,0,0,0,0,0,0,0,0,0.0247275864088994,0,0,0,0,0
MEGF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPRG1L,0.0188475738210343,0.0622727653786036,0.0329658930002796,0.0231342702651604,0,0.0100332065311722,0.0221681169612107,0,0.0256902019497122,0,0,0.0212965764967841,0,0
WRAP73,0.0224539942607858,0.0789393776900957,0.096239930981703,0.11063893374519,0,0.0670509263735734,0.195708256933159,0.0711271313601916,0.0255672537011794,0,0.132288212629705,0.0538473352786886,0.143796356040394,0.0439648914436268
TP73-AS1,0.00293617130428771,0.00908024437643911,0,0,0,0,0.0249802506186985,0,0,0,0,0,0,0
SMIM1,0.00122126064401465,0.0101787461504661,0,0,0,0.0125763180633837,0,0,0,0,0.0183108938369746,0,0,0.0100789338101927
LRRC47,0.0232621221220934,0.0707020744305551,0.0652004340453834,0.191049216622748,0.0648873348614061,0.0299224847473,0.0667955305919844,0.137363048551748,0.078923861871972,0,0.0361880235690916,0.0585608508251806,0.0353735253652125,0.0381401716780194
CEP104,0.0284576074845166,0.05913302481928,0.0845233704856449,0.091248463787032,0.154905616811374,0.046747809131123,0.0183805991723372,0,0.0829217001636379,0,0.0371201183939813,0.0775511077873049,0.0391337107107233,0.0127821176108647
DFFB,0,0.0192798128999356,0,0.0201710164102043,0,0,0.0646983537777685,0,0,0,0.0201092220882229,0,0,0
C1orf174,0.0617778804610945,0.0833572567156283,0.130263755877799,0.0694923623057304,0.188322704498757,0.0651055437838303,0.0219435038062049,0.314322621404699,0.154230862628929,0.167444113007545,0.177721202215119,0.0825854765856035,0.130400022123229,0.106117423112775
LINC01134,0,0,0,0,0,0.0103950066136708,0,0,0,0,0,0,0,0
NPHP4,0,0,0.0263264762082422,0.0194268671926267,0,0,0,0,0,0,0.0198988490427954,0,0,0
KCNAB2,0.0518649376343937,0.0375558162153976,0.0431686022474458,0.0576294099974811,0.0303620681766965,0.033575856355191,0,0,0.0511398923005029,0.0840496769898326,0.0217432986797337,0.0157200677408231,0,0
RPL22,0.439397416181778,1.06344087376021,1.10934505361765,0.540565776026565,0.265438706822538,0.357276183479314,1.01879237182602,0.521912607651126,1.48575771583967,1.28281288568072,0.801302166404211,0.507113088929048,0.957332050518919,0.927393980993059
RNF207,0,0.0193967656234556,0,0,0,0,0,0,0,0,0,0,0,0.02403303416289
ICMT,0.00434886922700383,0.0241916481187473,0.0137284312012162,0.039650599157762,0.0318874109373977,0.0245027667607189,0.0216737145027139,0,0.0489747398300716,0.0880789549510937,0.0568515846452619,0.0818978763463751,0,0.00768236833304102
GPR153,0,0,0,0,0,0,0,0,0,0,0,0.0179355095506531,0,0
ACOT7,0.00243232254076658,0.020105641738554,0.015029906519939,0.0689832401312335,0,0.0115526765351619,0.0235002503898617,0,0,0,0,0.160955349188962,0,0.0540099880499353
RP1-202O8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819946370547957
ESPN,0,0.00960588606462056,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF25,0.0101463396232622,0.279445686760208,0.029924984208434,0.0890286734315883,0.214737380440769,0.024877577085832,0,0.319509900664644,0.247623916427838,0.111158630096893,0.0523238923464766,0.0181831539862616,0,0.041835479998541
NOL9,0.00861147999345259,0,0,0.0592371263208255,0,0,0.0239079658678311,0.0402041049018858,0.0234628025255495,0,0.0367240850886802,0.0196854519907094,0.0657588117233258,0.0198251836744167
ZBTB48,0.029348700092507,0.0210387806824402,0,0.0593307708399723,0.0578815233377836,0.0498824897477853,0.0210011176691428,0.0409811120131588,0,0,0,0.03792546839447,0.0346790060495633,0.0126886038983599
KLHL21,0.00390459626973394,0.0472632796320118,0.013799381095101,0,0,0.0100332065311722,0,0.0263035626027216,0.0227995523315177,0,0.0337950798497354,0.0157200677408231,0.0461251274134719,0.0111111649864201
PHF13,0.00807183628522001,0.0181390211069361,0.0155569063014085,0,0,0,0.0174201668154672,0,0,0,0.0219003759052648,0,0.0782544219442368,0.0111746321576134
THAP3,0.0342336745822149,0.119961341615154,0,0.0850013930736801,0.203404687705291,0.0366275386529493,0.113570992975752,0.148809211653238,0.184531768504423,0.0802419783397015,0.0517371939979555,0.0225017718497607,0.076946300518237,0.118678680128098
DNAJC11,0.00224456863243234,0.0290092100704264,0.0169024794690535,0.0224179589350697,0.0331737209259071,0,0,0,0.0217346332171605,0,0.054709246451533,0,0,0.0206643579040556
CAMTA1,0.413660743026573,0.147985832287275,0.358371494945993,0.126804481668077,0.184995820604203,0.280583154450417,0.105538978670045,0.332850213417252,0.0488751641234822,0,0.332126159670425,0.321941569919511,0.284144880722548,0.501343009788344
VAMP3,0.188314814896506,0.0484724028999517,0.161536713304225,0.0455251214116888,0.0672306803442255,0.234341671047494,0.0601962201876853,0.0434791660216492,0,0,0.06260543266803,0.106224633021386,0.0373872542873795,0.107445090055132
PER3,0.00258215789807453,0,0,0,0,0,0,0,0,0.0854950168855389,0,0,0,0
TNFRSF9,0.024459408563998,0.0449750438443779,0.0740809052944029,0.084139957647317,0.12970277421571,0,0,0,0,0,0.19505760912534,0,0,0.0913244902266036
PARK7,0.50091372369863,0.751646102923786,1.17756609534142,0.964620700649335,1.20155863418772,0.73852889781975,1.0904916611985,0.832289955601123,0.807334258022719,1.342544473935,1.99617742198921,2.60133276412611,0.778785217101733,1.03333831492053
ERRFI1,0.0070733617216086,0.00783830592572294,0.03156696870881,0,0.0339557867931232,0,0,0.0453421294564884,0,0,0,0,0,0
SLC45A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RERE,0.0489106757223533,0.0193269421332512,0.0143285809715875,0,0.0842660712751683,0.029034692107497,0.0404775130223496,0.029036720242886,0.0278954455190634,0,0.0158212008731305,0.149559803577351,0.0408599427765358,0.0237355708585044
ENO1,1.08376204639833,1.03843054344924,1.93907612296582,1.27018209089052,0.907329024199288,1.24496664744268,1.23170040987785,0.964263833865872,1.1441614844508,0.882640176635945,2.80616484351826,1.43122882609059,0.753678010638604,1.39019310473446
ENO1-AS1,0.00271470541064204,0,0,0,0,0,0,0,0,0,0,0.0215720378414964,0,0
CA6,0.00108619974698582,0,0,0,0,0,0.0137022525679604,0.0304001581083327,0,0,0,0,0,0.0109130510989376
SLC2A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR157,0.00161815919213763,0,0,0,0,0.0124968098990405,0,0,0,0,0,0.0613993670478931,0,0.61307004980672
H6PD,0.00518551349773422,0.00858571531084355,0,0,0,0.0075837418531903,0,0,0,0,0.01435867143407,0.0378119579856765,0.0713576437643112,0.0390567553886354
SPSB1,0.0693233529366976,0.0569936985845353,0.0152831240977446,0.046964175909503,0.0334884268945613,0.0172753795026379,0,0.0455006914743317,0.0266576465457383,0,0,0.0374064367312789,0.156402888515748,0.140404929757854
SLC25A33,0.0684912017304215,0.0795653719718507,0.284993348592724,0.039311210730689,0.0975061833242091,0.0724778288566844,0.172847279635729,0.0467363138145508,0.0498915503803831,0,0.239052509734641,0.177599039080373,0.0313034842803565,0.269735441912092
TMEM201,0.00113307831826643,0.00989764421945215,0,0,0,0,0.0259183775249356,0,0,0,0.0335519311963431,0.0192027005319271,0,0
PIK3CD,0.0142409277110216,0.0186012561555657,0.0135345907357951,0.170498421858572,0.095975473173494,0.0307315724338319,0.0137022525679604,0.0258257447982049,0.0250328696504452,0,0,0.0410550156644442,0.0615487578991517,0
C1orf200,0,0,0.0216362376277589,0,0,0,0,0,0,0,0,0.0370304416439854,0,0
RP11-558F24.4,0,0,0,0,0.0319598223656563,0,0.0181922203264276,0,0,0,0,0,0,0
CLSTN1,0.0274163111826761,0.0301659603407266,0.0439292096051043,0.0697809492041193,0,0.034924440235814,0.0220787410304708,0.0621564983804249,0.0357335734380361,0.0802419783397015,0,0,0,0.00768236833304102
CTNNBIP1,0.0720079335665797,0.0502933496510709,0.301468828399637,0.192044380243309,0.151740724141249,0.0730582772950272,0.0235986544654418,0,0,0.0844556214591855,0,0.131737210406562,0.0376304223847007,0.369683128989717
LZIC,0.0962794629922311,0.142611542126771,0.110177187873256,0.0796332770422843,0.222470582303385,0.171439667015619,0.0413788179212703,0.128137156739911,0.174067833506974,0.258152339765656,0.135386604261346,0.189181378035291,0.115876176346139,0.125193291811268
NMNAT1,0.0194103809151079,0.00951813984701421,0.0256141441353713,0,0.0327240160094923,0.00913729076133895,0,0,0.0279148573359179,0,0,0.0340749642821618,0.0412165271470418,0.0344391565947531
RBP7,0.0157237736636706,0.00909945249003406,0,0,0,0,0,0,0,0,0,0,0,0
UBE4B,0.0261273248219288,0.0216426607908329,0.061906163641568,0.0832162396008794,0.03021648873866,0.0424068695750764,0,0.0645369667486218,0.0240280683192618,0,0,0.0204692468164515,0.0786411724163467,0.0909773577869041
KIF1B,0.0536427500988083,0.00945370728952257,0.0166205336710577,0.0156514271814107,0.0637519228091997,0.0118393964500854,0,0,0,0,0,0.0775919901674804,0,0.0389949907559931
PGD,0.470657076945015,0.0717892901686104,0.351235558897163,0.0428105241674012,0.0637393289723795,0.0390582390628549,0.185994484308717,0.022913976277816,0.0758925600389318,0.156902319147029,0.146427663569903,0.323318621376344,0.0404833354802925,0.358897201337878
APITD1,0.0065288620152056,0.0416119032270892,0,0.0891333651922616,0.0620186166492045,0.0118463218186196,0.0676982419000225,0.134066598837862,0.0802504523755499,0,0.127151649072646,0.0629122405498495,0,0.07123379479752
DFFA,0.0391692570779981,0.0864716230035687,0.101963385721336,0.0415847250174089,0.0310982620580209,0.0363776080646805,0.0223558600252936,0.049231624602671,0.0813842316763499,0.149510130270033,0.255314865434571,0.179688546646316,0.0348397576412449,0.0225000723966248
PEX14,0.0110489782340453,0.00980265390921168,0,0.0956596064609481,0,0.00913729076133895,0.0656762691325118,0.0716455502511443,0.0479274732030079,0,0.0158522910958671,0.0823257974373788,0,0.0181419557838341
CASZ1,0.00413474221778906,0,0,0,0,0,0,0,0,0,0.0140620125314938,0.0181111404747163,0,0.0115809261562237
TARDBP,0.0814047863850646,0.158260368624642,0.278817538107451,0.166657001400843,0.09651993395963,0.0656891763301408,0.175074316128273,0.465073632034237,0.158873166170349,0.0857681553005959,0.248087254350607,0.173152605372305,0.159968659521689,0.0734501848426707
RP4-635E18.8,0,0.00884419077905925,0,0,0,0,0,0,0,0,0,0,0,0.0125230237026822
SRM,0.0180182030619259,0.163661907211108,0.130648979951514,0.383793599746382,0.43365028471679,0.0315100212701621,0.251178482345282,0.0967975422490519,0.226017162679726,0.511863258610384,1.54499451237866,0.25969769016571,0.182602003111231,0.05460685793531
EXOSC10,0.0226962932067315,0.0192468284743958,0.0907735418369229,0.0682743374452431,0.0471911984899684,0.0103984033907783,0.0196948769997571,0.0756890528079035,0.0804292975071829,0.073853481403463,0.0563399451738486,0.0547671934561888,0.0344553274429693,0.0458863733950123
MTOR,0.00726882925982507,0.00977637666325276,0.0355177521185073,0,0,0,0,0,0,0,0,0.0208794607793411,0,0
UBIAD1,0.0230390486486655,0.086489242055824,0.0881758271130478,0.0443981491749339,0,0.0234233974947427,0.0663405323108153,0.0889201626721271,0.0804969745755585,0.0896643617387233,0.12344656579188,0.107492246863478,0.0377949371689881,0.00819946370547957
FBXO2,0.00111809636532727,0,0,0,0.0314857843576556,0,0,0,0,0,0,0,0,0
FBXO44,0.00132522744584229,0,0,0,0.0309315480682829,0.0358688854084816,0,0.0593312202941847,0.0983734190701372,0,0.0394809323386675,0.0737372997280762,0,0
FBXO6,0.389972446824177,0.0607422103620565,0.239096246878237,0.147964145428333,0.158595851094987,0.591737294198017,0.334269763248757,0.0891397747671838,0,0.0836207282079252,0.274721907920252,0.547867163304547,0.408599607345703,0.507588207718043
MAD2L2,0.151278716715751,0.0828908614695637,0.269362617799952,0.096434577758508,0.0636240870322696,0.180832682019224,0.0995140576395456,0.159642649016683,0.0248470958042204,0.316726708887771,0.0217432986797337,0.392053568189,0.152567621776308,0.207900031025004
DRAXIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGTRAP,0.361359608829881,0.0523643948645342,0.080804404836161,0,0.13159835113913,0.408136198020591,0.0452883348862633,0,0,0.0876220560191759,0.0174419670045496,0.0940610418770121,0,0.0464820832590102
MTHFR,0.0278267514974302,0.00916261505048411,0.0432527522798734,0,0,0.0930994868496196,0.0240110556651245,0,0.0266576465457383,0.0876220560191759,0.0158522910958671,0.111191323320935,0,0.0120286549906773
CLCN6,0.0170816486961474,0,0.029619970208941,0.028547823167815,0,0,0,0,0,0,0,0.017116105074977,0,0.022532552818383
NPPA-AS1,0.00167927519435701,0,0,0,0,0,0,0,0,0.0802419783397015,0,0,0,0
KIAA2013,0.0287763778887587,0.0120738369748336,0.08619621860751,0.0228171116793835,0,0.0551318961614669,0.0485868589216233,0,0.0812890470725326,0,0.0412184196291012,0.114115188550616,0,0.013253102207467
PLOD1,0.0104042719238281,0,0.0356600877452391,0,0,0.0226010418786566,0,0,0,0,0,0,0,0
MFN2,0.0274731132827254,0.0086633463930157,0,0,0,0.0220652054849528,0.0509491413234042,0,0,0,0.020053575475496,0.0213195844732407,0,0.00867654450202905
MIIP,0.106420421438794,0.0191743522382515,0.0914504592708422,0.0421588995436466,0.0927333593203693,0.094535045465071,0.0895682054868426,0.0196874203185017,0.0191720553578056,0.0824513287953859,0.0632782451464654,0.229424698312838,0.0398813826617953,0.0386758660078397
TNFRSF8,0.00929653435374648,0,0,0,0,0.0338322804262949,0,0,0,0,0,0,0,0
TNFRSF1B,0.363079701097479,0.132421967150787,0.283015595447139,0.105578670727653,0.12657833056941,0.45389160122666,0.156526050309469,0.0997741994497629,0.0881046707719935,0.206171293853949,0.195734320250117,0.501632021067851,0,0.204069297909372
VPS13D,0.00851188224568929,0.00975317703225705,0,0,0,0.0250126832063445,0.0230972990767281,0.0196622470071519,0,0,0,0.074379949527719,0,0.023552037657081
DHRS3,0.00146277203214086,0.0186480007990223,0.0531623410369281,0,0.0309315480682829,0.00913729076133895,0,0.106577691440598,0.0550769277784193,0,0.0326009800138055,0,0,0
PDPN,0.0335471365531319,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM2,0.0587673901837995,0.0391105066133683,0.0331898061711942,0.066909427090716,0.0634174677097688,0.059073244084709,0.273610559451581,0.194043054420382,0.0522146057246782,0,0.147912639529207,0.0584877746287725,0.10889242694043,0.0509748537297525
TMEM51,0.121548612297335,0,0.253809598762911,0,0,0.232461747015495,0,0,0,0,0,0.01899433495745,0,0.152687606645013
FHAD1,0.00381186096940566,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-467K16.4,0,0.0112866790936091,0,0,0,0,0,0,0,0,0,0,0,0
EFHD2,0.320666169621306,0.049680071691244,0.557568902346785,0.291532380207824,0.593039549913463,0.230697274909717,0.0432851900885801,0.0226067770838513,0.053939711819806,0.249489335994122,0.101822836704735,0.269759268650052,0,0.239853707019024
CASP9,0.00904818522713984,0,0,0.0991309621103918,0.034028303945384,0.011649348918154,0,0.0176757927701931,0,0.0896643617387233,0,0,0,0
DNAJC16,0.00643997623692512,0,0,0,0.0317558717456292,0,0.0249802506186985,0,0,0,0,0.0167716276018706,0,0
AGMAT,0.0013631791152282,0,0,0.0191978559019583,0,0,0,0,0,0,0,0,0,0
DDI2,0.0104971581413477,0.0184977966268287,0.0150039000344609,0,0.0303516045802653,0.0075837418531903,0.0174201668154672,0,0,0,0.0372742169720565,0.0194312936372917,0.0421643463467374,0
PLEKHM2,0.0754159154379505,0,0.0460087643161143,0,0,0.039263300078056,0.0482742375502292,0.0222174897829999,0,0,0,0.0365404841839823,0,0.0108108160090282
SLC25A34,0.00413556799367551,0,0,0,0,0,0,0,0,0,0,0,0,0
FBLIM1,0,0.00783830592572294,0,0,0.0318874109373977,0,0.0230972990767281,0,0,0,0,0,0,0
RP11-169K16.9,0.0308726863525519,0.0441455217850333,0.0472952154707554,0.0409543536431139,0.0508899807087653,0.0368804324109457,0,0.0660673547533688,0.0553824648348422,0.0661156942523207,0,0.0458117264405013,0.0743725424491621,0.0327635352097829
SPEN,0.051615712191287,0.0280451432132466,0.151684467616704,0.0807866346565425,0.0987013114355169,0.0921104020783191,0.0493161745662279,0,0.0266320293199751,0,0.127699379719235,0.122983642024865,0.0412165271470418,0.0464331513125401
ZBTB17,0.028466264515672,0.0414056044619708,0.0174950506802494,0.0162670660286071,0.0608503731553081,0.0574995666755772,0.04634090876328,0.0539885719064782,0,0,0,0.0408524443669124,0.0344553274429693,0.0739108610507771
ARHGEF19,0.00339801135732455,0.0096393488805785,0,0,0,0.0118974071090934,0.0181922203264276,0,0,0,0.0196173661157029,0.0356148809212398,0,0.00768236833304102
RSG1,0.00134150255242838,0,0,0,0,0,0,0.0234058798044661,0,0.0613006864245152,0,0,0,0
FBXO42,0.0139290350189107,0.0476303537740581,0.0519687522145253,0.0436786338010881,0.0407341258443053,0.0233408155183371,0,0.0468007745575244,0.0266576465457383,0.0733704247728363,0.0342575204768654,0.0639655381365948,0,0.0342382848549355
SZRD1,0.238168845233791,0.122447338825731,0.162648843852029,0.112917528990244,0.19912325662852,0.208444595060379,0.151133539223975,0.0746840164683027,0.0734857106555584,0.15161071113786,0.194044805869827,0.218184064494285,0.15676297837733,0.285978801338308
NECAP2,0.472480150014941,0.246278266344883,0.390543670193364,0.169485480825309,0.171896010521179,0.465511211373729,0.221404279958502,0.847016134028324,0.400083932122396,0.131079706450072,0.220987782666787,0.43594024214384,0.324736428916522,0.49216960784603
RP4-798A10.2,0.00126954975342655,0.00831671654284234,0.0168555962797695,0,0,0.0243757894265635,0.0246004536149675,0,0,0,0,0.0196854519907094,0,0.0101359682479054
NBPF1,0.0140905581181673,0.00967878391113822,0,0.0232543206909029,0,0.0236014158063375,0,0,0,0.0733704247728363,0.0181915355970984,0,0,0
CROCCP2,0.0167591352181489,0.0185045599468882,0.0193592804252063,0.0658848381346077,0.0641750534042584,0.0228026629506466,0,0.0521380409874061,0.108761419894137,0,0.0140620125314938,0.0166989433390803,0.0385852764863858,0.0172084535472565
CROCC,0,0,0,0,0.0334884268945613,0,0,0,0,0,0.0162190072408737,0,0,0
RP11-108M9.4,0.0281586568759727,0.00892339437628149,0.0169024794690535,0,0.0331737209259071,0.0696362515863716,0.045225463168093,0,0.0271396216414695,0,0,0,0.0384855596802623,0
RP11-108M9.6,0.00281814482748764,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP13A2,0.00617372501052127,0.0383455188562094,0,0.0216396328451618,0,0.0115244790082204,0,0,0.0212188645538463,0.0844848277579015,0.0164223492909799,0.0406839314562561,0,0
SDHB,0.302412507665354,0.360412090717061,0.520455484057053,0.253954133625547,0.347780801855671,0.335316134987777,0.442440887381615,0.459671830876923,0.239717491799431,0.131079706450072,0.41919847277179,0.337567900830496,0.418966348546991,0.203245769264069
PADI2,0.00185219346731679,0,0,0,0,0,0,0,0,0,0,0,0,0.176890076162417
PADI4,0,0,0,0,0.0323918802900197,0,0.0189030259638743,0,0,0,0.0360769228551282,0.0177370363208718,0,0.0118976379148319
RCC2,0.0169192535386091,0.0185438966416243,0.068427074953657,0,0.0650540488511441,0.0468834479149946,0,0.0248319445733158,0,0,0.0700200612139302,0.0409528984681095,0.0351867140016693,0.0520919411845536
ARHGEF10L,0.13778346614008,0,0.0624006705665122,0,0,0,0,0,0,0,0,0,0,0
ALDH4A1,0.0011648195322057,0,0,0,0,0,0,0,0,0,0,0,0,0
IFFO2,0.00293390241379986,0,0,0,0,0.0119254960334234,0,0,0,0,0,0,0,0
UBR4,0.102831738512003,0.0196878783170353,0.0902378915766116,0.0219859858274437,0.0227951128033165,0.0415712481896581,0.0246004536149675,0,0.0243376850584122,0,0.0142074716452744,0.111792471967371,0.0368691129283914,0.118300451539851
RP1-43E13.2,0.00282999534684172,0,0,0,0,0,0.021833396590539,0.0219560558435639,0.0258855330920127,0,0.021239517033852,0.0209763190972371,0,0.0108108160090282
EMC1,0.0141815686967568,0.061149348425792,0.0458018399646982,0.0161864823619737,0.0323667351195409,0,0.0227891583630485,0.103728761771149,0.0784512391136156,0.0854950168855389,0.0550077607829632,0.0574081617325903,0,0
MRTO4,0.0163372825408897,0.0300211564293294,0.112883988435655,0.0185460776217308,0.0304145379928445,0.0403884921484257,0.110325614205279,0.0838045191533269,0.0422647152702751,0,0.73394550491473,0.198719122187944,0.121369059733304,0.0494785607472448
AKR7A2,0.0385974644449494,0.108498162545896,0.101952307547989,0.269298460941759,0.204700863360186,0.0759313344463778,0.355556739673866,0.113014273322817,0.209893843120211,0.229153180712465,0.0140620125314938,0.254520532987351,0.115867508782963,0.0871362757438807
PQLC2,0.0285225240915216,0.0192648602664006,0,0,0.0301546915266143,0.026706396818185,0,0,0,0.078022094810237,0,0.0202591613685109,0,0.0116553321145076
CAPZB,0.777759554627601,0.679182675354212,1.17012376788025,0.629782869455063,0.515144274342962,0.932638287204333,0.687979200328847,0.591795855590682,0.698088049326558,0.154194649203414,0.544858345269742,0.743809973379611,0.708777255606011,1.18928878279775
MINOS1,0.324587300980723,0.46876738766431,0.494350598050279,0.355758405466187,0.601496357256218,0.555622814023065,0.453399111024321,0.474169379512036,0.593825033975702,0.17050663596622,1.15249978053,0.85039506091812,0.617196370436592,0.383005764973378
NBL1,0,0.0294017557612835,0,0.149093459256605,0,0,0,0,0.0254836377351244,0,0.017829612132835,0,0,0
TMCO4,0.00499216791155512,0.0101080349931713,0,0,0,0.0230459710645937,0,0,0,0.0649640121977511,0.0214439020998797,0,0,0.0116172043721622
OTUD3,0.00672249616390997,0.0098676941766872,0,0,0,0,0,0,0,0,0,0.0163534305529736,0,0
UBXN10-AS1,0,0,0,0,0,0,0,0,0,0.078022094810237,0,0,0,0
CAMK2N1,0,0.00924444992123561,0,0,0,0,0,0,0,0,0,0,0,0
MUL1,0.0254135185728436,0.0374326734677143,0.0369959037741734,0.108485613386427,0.121533368585776,0.0567624347343366,0.0409332374112852,0.0983413659465544,0.025237117461465,0,0.052637556714882,0.0237363392919354,0,0.0224781143716058
CDA,0.0318829731507804,0,0,0.0691242445361776,0.0303620681766965,0.0331455866713869,0,0,0,0,0,0.0177103665413863,0,0
PINK1,0.0163007267800932,0,0,0.0191978559019583,0.0319477209572079,0.0219206213658938,0.0227634339587722,0,0.0156582358839526,0.139923347760498,0.0219960824286237,0.0251543827406469,0.0383865469069686,0
PINK1-AS,0.00115202258739851,0,0,0,0,0,0.0221561456397345,0.0468196459627108,0,0,0,0,0,0.0116553321145076
DDOST,0.12772697517166,0.323908013196261,0.103157295203023,0.553065131845854,0.411086302660234,0.217089823850336,0.206162490074341,0.125882945057661,0.238643260279804,0.270263015091031,0.396556779731647,0.376495083729631,0.0751660937575277,0.309067984590815
HP1BP3,0.178574881280865,0.324352858177487,0.330021548072737,0.384766881055281,0.456882007409916,0.29757719300539,0.1468075172909,0.112188996370552,0.393613064777576,0.225391912686177,0.278160149569231,0.339461257279803,0.500465671181864,0.299616109480662
EIF4G3,0.0267664337923146,0,0.0419651436818122,0.0218833872321041,0.0278125817257617,0,0.045142832197837,0.0498924746166356,0,0.078022094810237,0.0497558937851787,0.0387781140067545,0,0
ECE1,0.0162810092991673,0.0279505322341791,0,0.11502136994382,0.0541431936758109,0.0269138950179545,0.0768046164478907,0.0248319445733158,0.0525695117675354,0.0844848277579015,0.177139491634737,0.152669302296898,0.0407575759558925,0.115662946479125
NBPF3,0.00125674164466818,0,0,0.0147944660403736,0,0,0,0,0,0,0,0,0,0
USP48,0.0367536597449041,0.0767509596284742,0.0346198328077568,0.0808416668804023,0.120716139407291,0.0861966192797377,0.173778083234296,0.18801428723283,0.129269306061977,0,0.113906011590383,0.126972876234655,0.0808001485276123,0.10843434561424
RP1-224A6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00339,0,0.00980265390921168,0,0.0463430880548616,0,0,0,0,0,0,0.0219003759052648,0.0237363392919354,0.0387741751258268,0
CDC42,0.816851205045217,0.241635769555738,0.973849245396172,0.404906307704981,0.382761517726816,0.756735961414634,0.46589526319411,0.745896802219151,0.221312845336565,0.474447628931719,0.450123664714843,0.499694657792139,0.207824021536469,0.921023013783308
ZBTB40,0.00415772183858702,0,0.0147032687868985,0.0246545060091929,0,0,0,0,0.0257056824592739,0,0.0396287270432974,0,0,0.0125597075738532
C1QA,0.00649170069666444,0,0.038987691856659,0,0,0.0683986323089908,0,0,0,0,0,0,0,0.0119538750455788
C1QC,0,0,0.0163466628982025,0,0,0.0113046494000414,0,0,0,0,0,0,0,0
C1QB,0.0031549721415549,0,0.0302939575984838,0,0,0.107168120757296,0,0,0,0,0,0,0,0.0230414026973051
EPHB2,0.0242931161434979,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM1A,0.0158744799718488,0.0397186776893216,0.0592335831411649,0.0233324429061626,0,0.0133465215858334,0.0137022525679604,0.029675905048061,0,0,0.0534503636640574,0.0504917202507153,0,0.0151983837806252
LUZP1,0.0466076276802013,0.147844109997307,0.126412911561327,0.0214100627866467,0.300599303300345,0.0696314857769407,0,0.0506704635121655,0.024073528794153,0.235899596945878,0.0219003759052648,0.0192890249639532,0.0672577188536816,0.0646708995785565
RP5-1057J7.6,0,0,0,0,0.0278125817257617,0.0118140864166837,0,0,0,0,0.0174241864243715,0,0,0
HNRNPR,0.197718970181502,0.478541017477635,0.557871943741109,0.31511484008984,0.386991641581348,0.258621876744024,0.198253392780868,0.680496509815164,0.45529960657881,0.43513784333756,1.04059417864935,0.462286036132003,0.335132200577499,0.660556249055106
ZNF436,0,0.0088914949589328,0,0,0,0,0,0,0.0257056824592739,0,0.0416920863099805,0,0.040918765865817,0
C1orf213,0.00261982154845271,0.00924444992123561,0,0.0242644465456704,0,0,0,0.0248703178540575,0,0,0,0,0,0
TCEA3,0,0,0,0,0,0,0,0,0.0279148573359179,0,0,0,0,0
ID3,0.221645078006587,0.176507243703694,0.372924137623478,0.345203931646797,0,0.0552957050986024,1.34362715260872,0.111522041536902,0.175859351672158,0.0833944360177122,1.62486228798544,0.167665120446876,0.996107036203435,0.121490972658803
MDS2,0,0,0,0.0227762924459399,0,0,0,0.0186406283522262,0,0,0,0,0,0
RPL11,2.64659215491139,4.17311921885011,3.43099953066212,3.65346847994099,2.98762803626149,2.98565267243852,4.13705701274175,3.08569088333733,4.29733084223712,3.77830116254369,3.80376808296062,3.35944559292046,4.11994584905375,3.12333583817947
TCEB3,0.0659216361884855,0.035976990329765,0.0751819607227257,0.142075792899483,0.0586860597267857,0.0711272283990896,0.137323508699131,0.086123440206362,0.048493669460391,0.25159679809328,0.130653147480186,0.181994767393478,0,0.232949771782992
