,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
NTRK2,0,0.0181032103749638,0,0,0,0,0,0,0,0,0,0,0,0
AGTPBP1,0.0121757871437874,0.0242105886938311,0.0383656999172633,0.0908602233091608,0.0316141337469849,0,0,0.106570387973835,0,0.148567023047707,0.0137707975780637,0,0,0
NAA35,0.0186705671247089,0.0662295628161638,0.0159648070201965,0.0231855032896408,0.0638713180118881,0.0229942300578558,0.0886236772968333,0.101041205823198,0.0512574556508916,0,0.0348923946027347,0.0556043870946357,0.0754750893936414,0.0116889245543187
GOLM1,0.0407543137563678,0.00980265390921168,0,0,0,0.039443345059332,0,0,0,0,0,0,0,0
ISCA1,0.0318524580823412,0.173558581836518,0.0800113428778384,0.0835806665559385,0.0598631140442109,0.0479383226443438,0.0617159596593355,0.180179644829812,0.16082187427541,0,0.20683806955917,0.284570492493852,0.0353735253652125,0.0575136874164584
ZCCHC6,0.0702621544227342,0.0502772075684392,0.0724456889492242,0,0.124389031050833,0.182484209882232,0.0174201668154672,0.108576861614651,0,0.15529736898796,0.0143947863019065,0.0777341577792702,0.0419413002024879,0.024366925787087
GAS1,0,0,0,0.0233237255345773,0,0,0,0,0,0,0,0,0,0
DAPK1,0.103877906958712,0,0.0348472173508518,0.0202237319651353,0,0.0225930284650671,0,0,0,0,0.019331980158396,0.0457491475494615,0,0.0349215948049763
CTSL,2.73379972164187,0.091426587330143,0.707015006699219,0.0168932517956193,0.0316141337469849,0.894499819828422,0,0.0860589433378197,0.291208287748412,0,0.0516001709846952,0.0862061309870952,0,0.0551009751094256
CDK20,0,0.0100137337857955,0,0,0,0,0,0,0,0,0,0,0,0
SPIN1,0.0164726026322361,0,0.0604558022010455,0,0,0.034617247982471,0,0.0625819044239142,0.055172608392189,0,0.0237300160692684,0.0271848397102414,0.0412165271470418,0
C9orf47,0.00162976420233256,0,0,0,0,0,0,0,0,0,0,0,0,0
S1PR3,0.00291446095427099,0,0,0,0,0.0110570963154304,0,0,0,0,0,0,0,0
CKS2,0.0881648553481498,0.0694833108715004,0.0726605886074848,0.117127466843037,0.1616542722159,0.0620775391890134,0.206314555885246,0.417907801452586,0.10195344209369,0,1.02135614287684,0.837704574694397,0.204233743350329,0.082307757109659
SECISBP2,0.0767101046307623,0.178295857121082,0.078658119153251,0.103542283910656,0.0301546915266143,0.103222147097773,0.0648885841376846,0.174289714542544,0.0834701554490131,0,0.166035650192482,0.155447709189032,0.0369023163213419,0.0710099362823443
SEMA4D,0.0548647457191937,0.0797555151629862,0.0353646688289751,0.138997437658136,0.117240375822222,0.0489024776336157,0.0416921843269228,0.0300106017741555,0.169166633743375,0.0660698663570352,0.0217432986797337,0.0178266143905831,0,0.0194387902525437
GADD45G,0.0260675659198025,0.0216561143088249,0.0455907128558084,0.0639638980363235,0,0,0,0.363886962739868,0,0,0.0509946755426685,0.01899433495745,0,0.0116172043721622
SYK,0.168269696401111,0,0.319482211905944,0.0883912188597646,0.0632830138828119,0.12201369379853,0.106608001551127,0,0,0,0.0181915355970984,0.152024386057663,0.113749604066285,0.0291887550076022
RP11-305L7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUH,0,0.0486419435760999,0.0136745211207877,0.043029469784461,0.034028303945384,0.00898452343045821,0.0616091401435074,0.0281991908098636,0.0256902019497122,0,0.0382792402658563,0.0580226786948941,0,0
NFIL3,0.0100282417994977,0,0.0171198974077566,0,0,0.0129271958523301,0,0,0,0,0.0174884035598328,0,0,0.0224793564172062
SPTLC1,0.0348475950657821,0.0104234650023889,0.0163008073200328,0.0557378489224674,0.0319598223656563,0.0382604999334909,0.0239079658678311,0,0,0.174179103203261,0.0196173661157029,0,0.0366497886468258,0.00768236833304102
IARS,0.0104912242911825,0.0476343350897543,0.0355676856719654,0.0425215814365356,0.0296334412157288,0.0103950066136708,0.0444346010557644,0.0945006324589347,0.0469482121242024,0,0.248358992322689,0.11923099198203,0.0396367431396468,0.0102091520842844
NOL8,0.023986656237834,0.13584332168387,0.129748315103515,0.0681862561305808,0.0332413939936003,0.068000241344721,0.0772887893172274,0.132346785472478,0.108017433025316,0.073853481403463,0.294815359112793,0.14430770877891,0.152092338484803,0.0495782948116813
CENPP,0,0,0,0,0,0.0108387433546831,0,0,0,0.0788802243367918,0,0.0425200471643984,0.0352847110957325,0
IPPK,0.00273533892584756,0,0.0685248338559705,0,0,0.0214819519670675,0.0211908358216194,0.0457594091500736,0.0256824710946485,0,0.0174884035598328,0.0163534305529736,0,0
BICD2,0.0222909026627946,0.0112866790936091,0.0652955128056533,0.0209185774121157,0,0.0549473381395522,0.0289050808330255,0,0.0265471227690374,0,0.068185591725355,0.0823679803106275,0.0388122611755526,0.0330276299422609
ZNF484,0.00270091991295256,0.00971579012134453,0,0,0,0,0,0,0.0156582358839526,0,0,0,0,0
FGD3,0.0563315528885887,0.0389657489663692,0.0485425677864543,0.10837625427823,0.126504117682637,0.102471033467133,0.0486842048553493,0.129646770636469,0.2240326492881,0.233319463798197,0.0150400064499188,0,0.0376304223847007,0.022087683256551
SUSD3,0.00754169491912332,0.133954142439903,0.0163008073200328,0.045288978874006,0.0278125817257617,0.00878947998791261,0,0.0234058798044661,0.177668225305646,0,0.0358053112112276,0,0.146672182113794,0
C9orf89,0.662581125124951,0.11263708214195,0.824361068060177,0.522439959354452,0.37099856150031,0.222242365149141,0.0194162208409208,0.0239310338801345,0.0504145993184426,0.618705111893432,0.0428728165594764,0.185338003485944,0.0334247497561935,0.280568163130678
NINJ1,1.86196355808366,0.0566235078476713,1.07231298503484,0.361577653185827,0.354253537470798,0.858697842380088,0.0440215530733378,0.285765989760479,0.166452494436007,0.301035177100925,0.250691521495766,0.978875866914148,0,1.95037328115064
RP11-165J3.6,0,0,0.0168920352094219,0,0,0,0,0,0,0,0,0,0,0
FAM120AOS,0.154646060546204,0.0342606437465041,0.264832872380938,0.0648668959795617,0.158364517425271,0.274654438205161,0.09330189523725,0.0442783754483903,0.0526592553077402,0.151564883242574,0.133931505774354,0.0192027005319271,0.0390300481693933,0.105342694241027
FAM120A,0.0536730385154607,0.0391434655615076,0.0543277351074699,0.0506829760198385,0.0323918802900197,0.0709916148222872,0.0207345809698593,0,0.0254082559617271,0,0.0203149616651515,0.023044806713658,0.0391337107107233,0.0717074801470143
PHF2,0.0170770940599277,0,0.0136745211207877,0,0.0226577128866072,0.0224608205226292,0,0,0,0,0,0,0,0
PTPDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF169,0.0055604594364012,0.028022502614578,0.0190428934678211,0.0206840581326379,0.0650987187787092,0.0263132602186909,0,0,0,0.0788802243367918,0.0152203355285579,0,0.0281240081429582,0.0236951687098023
HIATL1,0.022790048106797,0.0186628556755953,0.0190428934678211,0.0209896961750007,0,0.0351850244356018,0.0214287769256783,0.0563737076365665,0,0,0.0345068150411433,0.020456742496417,0.0377949371689881,0.0264701181882746
FBP1,0.0278868620168565,0.00909945249003406,0.0282711612790625,0,0.0332413939936003,0.0239971213791963,0,0,0,0,0,0,0.0368691129283914,0
C9orf3,0.00167018172264895,0,0,0,0,0,0,0,0,0,0.017829612132835,0.058300641008233,0,0
FANCC,0,0,0,0,0,0,0.0198786928503926,0,0,0,0.0143947863019065,0.017116105074977,0,0.0101901556678261
PTCH1,0,0,0,0,0,0,0,0,0,0.0896643617387233,0,0,0,0
ERCC6L2,0.0103661729990097,0,0.0216362376277589,0.0209896961750007,0.0320693320956968,0.0113170616253619,0.0392926525824058,0.029675905048061,0.0445907702105417,0,0.0237458031667513,0.0213241934172991,0.0407575759558925,0
SLC35D2,0.0110327389332451,0.0185770897646651,0,0,0,0,0,0,0,0,0,0.022634492593412,0,0
ZNF367,0,0.00999207209006509,0,0,0,0,0,0.0330597453512575,0,0,0,0,0,0
HABP4,0.00265087902535208,0.00802903907510262,0,0,0,0,0.0462318635585351,0,0.0266064793863226,0.0859516215563059,0,0,0,0.0124931056166371
CDC14B,0.0011724359260362,0,0,0,0,0,0.0174201668154672,0,0,0.0824513287953859,0,0,0,0
AAED1,0.331790367658125,0.0666236289797236,0.280487111781243,0.065595789071524,0.0303516045802653,0.177284927930697,0.0651957287039109,0.210474965882299,0.0952211057407461,0.155458912902537,0.179626237412873,0.12504183038052,0.0850042779134042,0.418982392410834
ZNF510,0.00119426938568532,0.0185098382012389,0.0156924532372119,0.0416336696702116,0.034028303945384,0.0084858995147253,0,0,0.0278954455190634,0.0678368568833615,0,0,0,0
ZNF782,0.00386181892109258,0,0,0.0222104151987503,0,0,0,0.0248447187139605,0,0,0,0,0,0
HIATL2,0.00656921765676371,0.0100230564295698,0,0,0,0,0,0,0,0,0,0,0,0.0104595874507931
CTSV,0,0,0,0,0,0,0,0,0,0,0.0189643742980712,0,0,0
RP11-498P14.5,0,0,0,0,0,0,0.0239740999554584,0,0,0.0874605121045989,0,0,0,0
TDRD7,0.140821982736741,0.0369670049923676,0.167840928931569,0.0950457569203932,0.0278125817257617,0.0765607885455265,0.0198424908145408,0.0480215931714686,0.049814080872357,0,0.0404153800331162,0.0592529079407045,0,0.245462250439167
TMOD1,0.00265356137135599,0,0.0130354360935208,0.021167079068189,0,0,0,0,0.0248470958042204,0,0,0,0,0.0117130523011336
TSTD2,0.00643646442173238,0,0.0255512874488324,0.0228171116793835,0.0311431504721563,0.0132030124155593,0,0.0188948573691796,0.0204647015582801,0,0.0174562232400557,0.0251543827406469,0,0.0131936356934269
NCBP1,0.0112653801022003,0.0190871516957492,0.0156704114049416,0.0246442725687728,0.0303516045802653,0.00921394871082127,0,0,0.0224554790233193,0.0660698663570352,0.0155206926614435,0.0423430743685033,0.0758571072669051,0.0314380067308478
XPA,0.037279492001875,0.0902477321807628,0.0158600198560508,0.194433078267224,0.162982143466945,0.0231634552275213,0.0881421206289076,0.0586613624985082,0.220919286956553,0,0.0675087543672607,0.115185629483544,0.0372843341946056,0.0234822752131743
C9orf156,0.0391577114311232,0.122690547193014,0.0136745211207877,0.21503074089705,0.2487628751416,0.0597957079812584,0.0225729133898676,0.096268233529034,0,0.107756092522892,0.0419701098166421,0.0923947244174666,0.0392774989437079,0.0750052942096033
HEMGN,0.00286755246350781,0.0178343373875184,0,0,0,0,0,0.102841822568514,0.044477178386545,0,0,0,0,0
ANP32B,0.17422030303032,0.811159523734521,0.437249861972306,0.317534842707778,0.326443675080775,0.407725767385324,0.366146620575455,0.506428469815944,0.787668859091712,0.346375807387266,1.24309095275785,0.408033944808113,0.275990891700999,0.224351872654339
NANS,0.531986387566421,0.123890991059866,0.651143078987452,0.11529298101602,0.0695348816271532,0.372415827815365,0.168659746884993,0.342105369026782,0.184318565250571,0.168544586075515,0.465513975359529,0.600147856057799,0.153572457227802,0.261783505915082
TRIM14,0.168767427686899,0.0850863879021584,0.105580623444176,0.124666542443122,0.153485760995055,0.101685486631619,0.0228278894179847,0,0.0970654610559399,0.0733704247728363,0.0492053717875852,0.111386634496169,0.113735861371648,0.19869843764409
CORO2A,0.00115483854061591,0.00831671654284234,0.0163466628982025,0,0,0,0,0,0,0.0859516215563059,0,0,0,0
TBC1D2,0.0902255725152123,0.0198506635642962,0.0750346077846638,0,0,0.042856174870399,0.024889916737434,0,0,0,0,0,0,0.0109573249900829
ANKS6,0,0,0,0,0,0,0,0,0.0204647015582801,0,0,0,0,0
COL15A1,0.00146865839831354,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFBR1,0.0215759986840701,0,0.0636473704523599,0,0.0339557867931232,0,0,0,0,0,0,0.0364903562859449,0.0366497886468258,0.0210886482290877
ALG2,0.0757744939885755,0.11693169886738,0.31498585103855,0.0769185078103053,0.107785629755359,0.0649972695212202,0.0756160761363649,0.120466049836378,0.04986937732679,0,0.201201048633826,0.96244162580575,0.0833626538260584,0.685597919076036
SEC61B,0.970232749891324,0.930791418416089,1.25845656376183,0.930752064383351,0.823929151683426,0.825845469273219,0.978903757832583,1.1887224383761,0.559061879181321,1.29410784767703,1.43459202363791,3.61799895121697,0.722041830404147,1.89929443484132
NR4A3,0.0894658501707988,0,0.205281301746846,0.0168932517956193,0,0,0.0235774748045078,0,0,0,0.157443562333909,0.0652511063148029,0.108297555210119,0.439484186932913
STX17,0.0633308445628536,0.0475439687110071,0.0445311722223461,0.0898919092054123,0.039962746307246,0.107154236582727,0.0181922203264276,0.115158201760452,0.024054018268092,0,0,0.0618875512984542,0,0.114339791289342
ERP44,0.562374189806906,0.263002518507368,0.507956526610626,0.320932755784158,0.14457970956891,0.574021146172529,0.322766079161655,0.197768383394451,0.334060643486806,0.416668855945685,0.188030308189294,0.4943911114651,0.114473674281021,0.566035312987508
INVS,0.00369093894310053,0.0206908826530884,0.0190739811740958,0,0.0310424085357735,0.0221503982911896,0.020422898607896,0,0.0271396216414695,0,0,0,0,0
TEX10,0.00665760456174033,0.0301026222795135,0.0168685895255385,0,0.0402308664081953,0,0.0240110556651245,0.0653688956153735,0,0.149736422460246,0.0927984546203945,0,0.0795127520952321,0.0236268702137042
MSANTD3,0.0182870662323714,0.0196680545995834,0,0,0,0,0,0,0,0,0,0,0,0.0737338599449695
MRPL50,0.0847517830361472,0.233182127104549,0.180601108519283,0.063754500150797,0.193589905254276,0.129796775270017,0.196447039841865,0.2659301099384,0.157228534396142,0.166340736441391,0.427051707641473,0.254977838493445,0.145859301099006,0.110873631892047
ZNF189,0.0130190372076538,0.019552941348397,0.0143285809715875,0,0,0,0.0234514593809327,0,0,0,0.0158212008731305,0,0.0388122611755526,0.00985540782997231
RNF20,0.0248553743216797,0.0218206608806378,0,0.0191978559019583,0,0.0843954204058398,0.0215170165703644,0.110178115244261,0.0212188645538463,0,0.057827477578,0.120117028498964,0.0742895706087214,0.0235523169013956
SMC2,0.00833278948066742,0.0785125345708765,0.0159441823452133,0.117637826814758,0.0945450908431128,0.0700041802211637,0.0250798370525238,0.176121153463842,0.105370052938046,0.0661156942523207,0.0897330784396893,0.0635511057404902,0.146873753560551,0
NIPSNAP3A,0.201617870230772,0.0398233552774648,0.440484728800069,0.0482983690413041,0.0606784946506849,0.230953249490948,0.094858520236229,0.0365706501393727,0.107730565859077,0.0836207282079252,0.0217432986797337,0.257056298280719,0.0768169828810193,0.608197747718252
NIPSNAP3B,0.00128469675193844,0,0,0,0,0,0,0,0,0,0.0166573177255152,0.0224675840028496,0,0
ABCA1,0.0620664670213,0,0,0,0,0.00898452343045821,0,0.0236619568360548,0,0.0661156942523207,0,0,0,0
SLC44A1,0.160484597576841,0.0156252049257747,0.270960104980499,0.0652095871911402,0.0397595674811085,0.0274481163953454,0.0298127519924633,0,0,0,0,0.081545105446311,0.0391207112335135,0.0889630301775026
FSD1L,0.0233157443849983,0,0.0127201031901192,0,0,0.0143280992355263,0.0223131032084378,0,0,0.0844848277579015,0.0624986829222686,0.0215767826847629,0,0.0365754348178198
FKTN,0,0,0,0,0,0,0,0,0,0,0.0348603409679675,0,0,0
TAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM38B,0.117398238437742,0.0489906144380246,0.0710570026940467,0.118077193935745,0,0.0909160847188178,0.159815647751485,0.140812014757311,0.0845248837041124,0.0880789549510937,0.273310164001423,0.159297134436833,0.158130197617347,0.100619445345093
RAD23B,0.163067703275947,0.222847169260411,0.264099349054274,0.334901574399239,0.300463188837956,0.165826691587092,0.319232074706026,0.378371753676683,0.105228014323469,0.20776020464386,0.446728248073666,0.125212826923956,0.259861914757478,0.334765114350952
KLF4,0.0155328807291108,0.00908263963933159,0.0406550571798296,0,0,0.0705175583614713,0,0,0,0,0,0.0192890249639532,0,0.154627335676719
IKBKAP,0,0,0,0,0,0,0,0,0,0,0,0.0433557019471192,0,0.0124061528459253
FAM206A,0.00144425701000167,0,0.0168555962797695,0.0462209825135137,0,0,0,0.0615586550314726,0.0251417383219502,0,0.0231802807269071,0,0.0369023163213419,0
CTNNAL1,0.0184862615179397,0.141056029173898,0.0273086759340466,0.0566748238933825,0.0990332170412755,0.0350388471681049,0.0220787410304708,0.0698948383781121,0.0772950653416904,0,0,0.0204692468164515,0,0.023304390432814
TMEM245,0.0123974498902716,0.065664612036862,0.0369057468353925,0.0722839331709277,0.0988393060581889,0,0.0447259250804598,0.097599120956136,0.0900586742635416,0,0.0844305654719067,0.0190257723828941,0,0.0210878289139765
AKAP2,0.00253852293415346,0,0,0,0,0,0,0,0,0,0,0,0,0
TXN,2.34104854320708,0.505355806349605,1.9877946604271,0.538616434725276,0.391869443132001,0.692982463775919,0.652364730665749,0.177181217942516,0.321649153652593,0.314596344995767,2.32998280050309,4.46614195890981,0.401500279895023,4.88981901781254
LPAR1,0.0213726874079959,0,0.0166205336710577,0,0,0,0,0,0,0,0,0,0,0
KIAA0368,0.031470946199926,0,0.0136924395361465,0,0,0.0225604702966547,0,0,0,0.0876220560191759,0.0334044351889895,0.0177103665413863,0,0.0513570437214461
ZNF483,0,0.0104027377452122,0,0,0,0,0.0259183775249356,0.0253835180792106,0,0,0,0,0,0
PTGR1,0.0368789580721668,0,0.0160525577915834,0,0,0,0,0.0188948573691796,0,0,0,0.059262304556997,0,0.0213647878254394
DNAJC25,0.00899096260056516,0.0208216062423324,0.0516711071599447,0.043692283793524,0,0,0.0183805991723372,0.0757018285861431,0,0.0840496769898326,0.0871761590515932,0.113857416644658,0,0
GNG10,0.0152743344069732,0,0.017701464831041,0,0,0.0791064106003505,0.0219435038062049,0,0,0,0,0.0157403621596881,0,0
UGCG,0.00910853818701387,0,0.0159648070201965,0,0,0.0133310690304596,0.0372797273724682,0,0,0.0857681553005959,0.0819678098356372,0.726166070726074,0,0.0780192807384127
SUSD1,0.01819837161413,0,0,0,0,0.0445486190801961,0,0,0,0,0,0.35266923211667,0,0.0221041371693576
PTBP3,0.0997789442406553,0.0681901633143711,0.100541850334859,0.0655745206269691,0.129879313824476,0.177371164694356,0.178168902862968,0.0983964380172284,0.0689825488099395,0.302476098223922,0.0696339136218307,0.218924695428019,0.0313034842803565,0.129916896115152
HSDL2,0.0341916527615968,0.0281726555421312,0.0310890854366922,0,0.0495532834553708,0.0151811764633544,0.0390656835593704,0,0,0,0,0.122690788807742,0.0399638708835932,0.0300367652561108
C9orf147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1958,0.00137340810910945,0,0,0,0,0.0106427548600496,0.0234514593809327,0,0,0,0,0,0,0
INIP,0.0898341839084837,0.14090600012183,0.146822237521626,0.0649910349405212,0.0651143030341893,0.0816976979631492,0.066274911358282,0.218417131609721,0.0810485585855865,0.197420454261616,0.151314882349501,0.0652082942400489,0.0758479951253542,0.067388021935553
SNX30,0.00974348013626442,0,0,0,0,0.0100332065311722,0,0,0,0,0,0,0,0
SLC46A2,0.00115413307971022,0,0,0,0,0.012502072163654,0,0,0,0,0,0,0,0
ZNF883,0.00122367468228711,0.00978511473341421,0,0,0,0,0,0,0.0526221631811882,0,0,0,0,0
ZFP37,0,0.00876457843425953,0,0.0167939077585778,0.0323667351195409,0,0,0,0,0,0,0,0.0404833354802925,0
SLC31A2,0.808324388219654,0.0578302629387762,0.59991975962198,0.0455792729165613,0.0652474264398659,1.2084931692395,0,0.0427797738845582,0.0751692625129791,0,0.0154296699856786,0.0998002280314124,0.0757450750325804,0.815487140247237
FKBP15,0.178412818226818,0.0467021552650344,0.0491622624889518,0.0535914100323171,0.0281728564495797,0.055988341136338,0,0.0776369981355917,0,0,0.0407392973664233,0.0403609253510092,0,0
SLC31A1,0.151773538526421,0.0190538500355155,0.174367883447093,0.0652921860888523,0.0310424085357735,0.0451238819273049,0.0234514593809327,0,0,0,0.0219003759052648,0.0179355095506531,0,0
CDC26,0.0014999699456459,0.0088063663809157,0,0,0,0,0,0,0,0,0,0,0,0
PRPF4,0.0197088842928829,0.0717243943159699,0.0876098835058444,0.0376374130088544,0.031625876139628,0.0110531763597684,0.0224978732939313,0.176933645057697,0.0459588087981002,0,0.223018534068929,0.124544494621299,0.150057883139348,0.0935643556982717
BSPRY,0.000962740701402731,0,0,0,0,0,0,0,0,0,0,0.0803327803187366,0,0.00867654450202905
HDHD3,0.0122192046992486,0.0296658031592228,0,0.0216396328451618,0.0657367277277777,0.0075837418531903,0,0.0554931630556356,0.0797866750508339,0,0.0814491798083746,0.100357507352983,0,0.0101747778150389
ALAD,0.0025597972529562,0,0.0311112870781495,0,0.153426774157043,0,0.0183805991723372,0,0.0286714469655729,0.0868859077582944,0,0,0.0376304223847007,0.0119471287245201
POLE3,0.0295468511018855,0.139155958536403,0.130260116554633,0.153975217022136,0.0622011603949637,0.0272762409350228,0.0738147084951224,0.425566317409411,0.0755896881905394,0.15150451819849,0.322782336408015,0.120048492925979,0.114429979055181,0.0245200638497371
RGS3,0,0,0,0.0578019188374968,0.188160322193764,0,0,0.022913976277816,0,0,0,0,0,0
ZNF618,0,0.0192165847832225,0,0.0214100627866467,0,0,0,0,0,0,0,0.0416870613943816,0,0.0115809261562237
AKNA,0.0353753954123114,0.0459822931308557,0.0159648070201965,0.151861917689484,0.139189264282249,0.0692589527232079,0.0918825399899005,0.048081671775626,0.0531256162447087,0.161331553132178,0.0218120428632903,0.125369284027568,0.0368691129283914,0.0456248748039813
DFNB31,0.010954439639366,0.0282146248699445,0,0.0220526509483623,0,0,0,0.0569016580601705,0,0.0880789549510937,0.020053575475496,0,0,0.0197287785661324
ATP6V1G1,1.80885294715285,0.935384279585368,1.65676796831603,1.25733264772331,1.07613185700782,1.47044505028583,1.21401406989716,1.58351378948495,1.34110714949048,1.0284628690864,1.21913263899881,1.76304065938544,0.992458860846129,1.47390440840498
C9orf91,0.0247942931011776,0,0,0,0,0.0442627829270126,0.0227441909198955,0,0,0,0,0.0418178764082204,0.0404547699378681,0.0366173230690352
TNFSF8,0.0317354172933156,0.0393505516214573,0,0,0,0,0,0.0732655046395981,0,0,0,0,0.0369023163213419,0
ASTN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM32,0,0,0,0,0,0,0.0171365069426713,0.0188394669382464,0.0272661885207588,0,0.0152203355285579,0,0,0
TLR4,0.141694978451028,0,0.0755655337235767,0,0,0.0446171528129367,0,0,0,0,0,0,0,0.0224216946804194
CDK5RAP2,0.0845296290063335,0.0112178832586407,0.0160525577915834,0.0434835022651336,0.0278125817257617,0.0435581069911391,0,0,0,0,0,0.0232028811685916,0,0.00867654450202905
MEGF9,0.0311991901982318,0.00949384186075065,0.0488298062568178,0,0,0.0254136395158741,0,0,0,0,0,0,0.0382271296198118,0.0205763056202211
FBXW2,0.0466178737916242,0.0804728876379562,0.0721690389853772,0.112242875983529,0.0915726848015277,0.0474527388989472,0.0909394556754984,0,0.118012942990791,0.0649640121977511,0.0352436897912856,0.0734817226058078,0.11473186328456,0.0752085595405488
PSMD5,0.0111305555384287,0.0478157760550555,0.0136162363979001,0.0203661212949913,0.0332413939936003,0.0234117270044359,0.0395594197077331,0.0969440094589784,0.0447024420105016,0,0.0681374132476287,0.0196854519907094,0.078138626022904,0.03745541275293
PSMD5-AS1,0.0202606302658721,0.0576646782493011,0.0611421960745542,0.147542423796971,0.124305162446994,0.0709638436701277,0.093665982230553,0.0490748578904236,0.0481371453359676,0.154003930587838,0.0502293064273125,0.0621371804393176,0.0399638708835932,0.0240809909101051
PHF19,0.0122567234022085,0.0598094199905075,0,0.0386180572731686,0.0598331096151023,0.103881505604438,0,0.111169429861869,0.0816198817662007,0.073853481403463,0.0421459755476512,0,0.0389527975754112,0
TRAF1,0.128203336249525,0.0774763256969247,0.268896069250302,0.133393265017594,0.0287872275327371,0.011649348918154,0,0.271938190619294,0.0800171945250353,0,0.501202232876624,0.0759462209011206,0.0385104225237532,0.846065714847891
CNTRL,0.106075891583471,0.0767444034194185,0.134233979323233,0.0846930486064954,0.0535624477683388,0.144921248781143,0.141314935249433,0.215498255153955,0.0272480074701851,0,0.0613997495483906,0.0967776631116646,0,0.0448446242181609
RAB14,0.19273538355381,0.159853665829898,0.285132384380714,0.204469592101426,0.211303981144504,0.215956536250976,0.263016808185369,0.527286442353632,0.215234164787558,0.158309102862649,0.153427860132296,0.22573589542246,0.230157969923326,0.247146145727232
GSN,0.0693144243917877,0,0.433553699208071,0.142388412005209,0.0635735970968359,0.040853452713221,0.0968238744867574,0,0,0.0661156942523207,0.0201092220882229,0.197992368127395,0,0.762795668411513
STOM,0.352818060442107,0.197485965331978,0.270607930450154,0.203509579422554,0.480171805205441,0.325267157870176,0.0402139957628762,0.117614748749732,0.0796275971951587,0.51099554876635,0.0565628750426188,0.0815725270382961,0.0384607408379747,0.444693453384383
TTLL11,0,0,0,0.0297092927055228,0,0,0,0,0,0,0,0,0,0
NDUFA8,0.144073799511976,0.238096720159986,0.297638427083597,0.356631285740076,0.221446587495688,0.20397123865106,0.215714322454001,0.164123516824236,0.10381749675856,0.428597939122616,0.234448137338285,0.406289554928487,0.195359135327728,0.14067278326807
RBM18,0.114320511561242,0.0942492903975329,0.239079825644009,0.212726695087336,0.0828847778711604,0.0953979608424485,0.065741480852726,0.170949825253012,0.0933707070665381,0.0904175886605585,0.148924864032112,0.144740383731349,0.0752474271556335,0.163851851508814
MRRF,0.0169938584588508,0.0623455818601664,0.0809111235900399,0.0593328939491754,0.0296334412157288,0.0379558332816457,0.0270867489808981,0.0472607039696621,0,0,0.0558723108104912,0.0726857989087333,0,0
PTGS1,0.0462075318050414,0,0.254335666329743,0,0,0.0227186568250673,0.021833396590539,0,0,0,0,0,0,0.0127821176108647
RP11-542K23.7,0,0.0104757875472754,0,0,0,0,0,0,0,0,0,0,0,0
PDCL,0.0692930260841365,0.0587451393017316,0.115278955788992,0.0605194140745925,0,0.0917604771781831,0.044800159004334,0.127402924908586,0.0204647015582801,0,0.0710242830841707,0.183004719135013,0.0404833354802925,0.0782624802800289
RC3H2,0.0478086384001448,0.0527905942051527,0.0643573500921977,0.0429178384846913,0.0523609747470897,0.0366723355434418,0.0201368118816179,0.0509949304670932,0.0275899084626405,0,0,0.0395251839446946,0.0719633402441689,0.0360057751914262
ZBTB6,0.0112941167981998,0.0201555825508288,0,0.0425765364937416,0,0.0103984033907783,0,0.0519136610347232,0.0495019570383704,0,0.0191146493746812,0,0.0351867140016693,0.0110513235417856
ZBTB26,0.00242327472017798,0,0,0,0,0.021447518441214,0,0,0,0,0.053890732698141,0,0,0
RABGAP1,0.0182395102263744,0.00905162835843626,0.0504691995207986,0.023526621968199,0.0339557867931232,0.0463910879755748,0.04872298360953,0.0529796927458784,0,0,0,0.0338312082155394,0,0.0119538750455788
STRBP,0.00347118371150155,0.0174067346155407,0,0.107621629394125,0,0.0111621822749559,0.0460369435537281,0,0.0233719056566954,0,0.0346941296977754,0.23421232091513,0.0372843341946056,0.0131620307593707
DENND1A,0.024587821887213,0,0.062258927839143,0.0220007519198418,0,0.0245642414311318,0,0,0,0,0,0.0272368298541159,0,0.00924863458471761
NEK6,0.0916160050901118,0.00977056289478463,0.211161031809763,0,0,0,0.0557890467407558,0,0,0,0.0137707975780637,0.143387248443263,0,0
PSMB7,0.573800543960223,0.395459718282688,0.675911331527028,0.635770269793396,0.360926605350827,0.686240347881301,0.507124380698605,0.647184576437039,0.371684440740899,0.221528779259573,1.05453028426046,1.03259269885935,0.672878171040414,0.544102274588012
NR6A1,0.00301275580389264,0,0,0,0,0.011166193957946,0,0,0,0,0,0,0,0
MIR181A2HG,0.00130588040501245,0,0,0,0,0,0,0.0304664871360253,0,0,0,0,0,0
RPL35,1.24365587246712,2.8446764932594,2.10836197160749,2.23611116389921,1.84980842435899,1.3616531944143,2.842518735178,2.02140923520539,2.959592931593,2.2637694771121,3.40171737700315,2.18353507429606,2.91855277073521,1.96720171477937
